destination_continent,destination_name,origin_name,population,destination_lat,destination_lon,origin_lat,origin_lon
South America,Franch Guyana,China,"1,246",4,-53,35,105
South America,Franch Guyana,Dominica,723,4,-53,15.5,-61.333333
South America,Franch Guyana,France,"20,934",4,-53,46,2
South America,Franch Guyana,Guadeloupe,"2,021",4,-53,16.25,-61.583333
South America,Franch Guyana,Guyana,"3,675",4,-53,5,-59
South America,Franch Guyana,Haiti,"19,005",4,-53,19,-72.416667
South America,Franch Guyana,Italy,118,4,-53,42.833333,12.833333
South America,Franch Guyana,Lao Peoples Democratic Republic,801,4,-53,18,105
South America,Franch Guyana,Martinique,"2,654",4,-53,14.666667,-61
South America,Franch Guyana,Peru,506,4,-53,-10,-76
South America,Franch Guyana,R_union,353,4,-53,-21.1,55.6
South America,Franch Guyana,Saint Lucia,"1,253",4,-53,13.883333,-60.966667
South America,Franch Guyana,Suriname,"30,785",4,-53,4,-56
South America,Guyana,Antigua and Barbuda,19,5,-59,17.05,-61.8
South America,Guyana,Bahamas,15,5,-59,24,-76
South America,Guyana,Barbados,268,5,-59,13.166667,-59.533333
South America,Guyana,Brazil,"2,135",5,-59,-10,-55
South America,Guyana,Cape Verde,400,5,-59,16,-24
South America,Guyana,China,"1,149",5,-59,35,105
South America,Guyana,Dominica,43,5,-59,15.5,-61.333333
South America,Guyana,Grenada,193,5,-59,12.116667,-61.666667
South America,Guyana,Jamaica,295,5,-59,18.25,-77.5
South America,Guyana,Saint Lucia,219,5,-59,13.883333,-60.966667
South America,Guyana,Saint Vincent and the Grenadines,368,5,-59,13.083333,-61.2
South America,Guyana,Suriname,"4,595",5,-59,4,-56
South America,Guyana,Trinidad and Tobago,880,5,-59,11,-61
South America,Guyana,United Kingdom,574,5,-59,54,-4
South America,Guyana,United States,"1,255",5,-59,39.828175,-98.5795
South America,Guyana,Bolivarian Republic of Venezuela,"2,099",5,-59,8,-66
South America,Paraguay,Argentina,"57,056",-22.993333,-57.996389,-34,-64
South America,Paraguay,Plurinational State of Bolivia,"1,009",-22.993333,-57.996389,-17,-65
South America,Paraguay,Brazil,"73,715",-22.993333,-57.996389,-10,-55
South America,Paraguay,Cape Verde,"2,281",-22.993333,-57.996389,16,-24
South America,Paraguay,Chile,"2,109",-22.993333,-57.996389,-30,-71
South America,Paraguay,China,780,-22.993333,-57.996389,35,105
South America,Paraguay,France,614,-22.993333,-57.996389,46,2
South America,Paraguay,Germany,"1,659",-22.993333,-57.996389,51.5,10.5
South America,Paraguay,Italy,876,-22.993333,-57.996389,42.833333,12.833333
South America,Paraguay,Japan,"1,983",-22.993333,-57.996389,36,138
South America,Paraguay,Mexico,"1,605",-22.993333,-57.996389,23,-102
South America,Paraguay,Poland,872,-22.993333,-57.996389,52,20
South America,Paraguay,Republic of Korea,"2,547",-22.993333,-57.996389,37,127.5
South America,Paraguay,Spain,883,-22.993333,-57.996389,40,-4
South America,Paraguay,United Kingdom,174,-22.993333,-57.996389,54,-4
South America,Paraguay,United States,"1,576",-22.993333,-57.996389,39.828175,-98.5795
South America,Paraguay,Uruguay,"2,925",-22.993333,-57.996389,-33,-56
South America,Peru,Algeria,19,-10,-76,28,3
South America,Peru,Angola,15,-10,-76,-12.5,18.5
South America,Peru,Argentina,"11,354",-10,-76,-34,-64
South America,Peru,Australia,590,-10,-76,-25,135
South America,Peru,Austria,197,-10,-76,47.333333,13.333333
South America,Peru,Belgium,615,-10,-76,50.833333,4
South America,Peru,Plurinational State of Bolivia,"5,722",-10,-76,-17,-65
South America,Peru,Brazil,"4,859",-10,-76,-10,-55
South America,Peru,Bulgaria,68,-10,-76,43,25
South America,Peru,Cape Verde,"1,223",-10,-76,16,-24
South America,Peru,Chile,"7,182",-10,-76,-30,-71
South America,Peru,China,"4,086",-10,-76,35,105
South America,Peru,Colombia,"5,937",-10,-76,4,-72
South America,Peru,Cote dIvoire,337,-10,-76,8,-5
South America,Peru,Cuba,91,-10,-76,22,-79.5
South America,Peru,Curacao,905,-10,-76,12.166667,-69
South America,Peru,Congo,90,-10,-76,-1,15
South America,Peru,Democratic Peoples Republic of Korea ,87,-10,-76,40,127
South America,Peru,Denmark,243,-10,-76,56,10
South America,Peru,Dominican Republic,181,-10,-76,19,-70.666667
South America,Peru,Ecuador,"3,990",-10,-76,-2,-77.5
South America,Peru,Egypt,20,-10,-76,27,30
South America,Peru,El Salvador,108,-10,-76,13.833333,-88.916667
South America,Peru,Estonia,17,-10,-76,59,26
South America,Peru,Finland,71,-10,-76,64,26
South America,Peru,France,"2,309",-10,-76,46,2
South America,Peru,Franch Guyana,34,-10,-76,4,-53
South America,Peru,Germany,"2,926",-10,-76,51.5,10.5
South America,Peru,Greece,59,-10,-76,39,22
South America,Peru,Guatemala,163,-10,-76,15.5,-90.25
South America,Peru,Haiti,49,-10,-76,19,-72.416667
South America,Peru,Honduras,165,-10,-76,15,-86.5
South America,Peru,Hungary,64,-10,-76,47,20
South America,Peru,Iceland,15,-10,-76,65,-18
South America,Peru,India,206,-10,-76,20,77
South America,Peru,Indonesia,43,-10,-76,-5,120
South America,Peru,Islamic Republic of Iran,58,-10,-76,32,53
South America,Peru,Iraq,19,-10,-76,33,44
South America,Peru,Ireland,211,-10,-76,53,-8
South America,Peru,Israel,507,-10,-76,31.5,34.75
South America,Peru,Italy,"3,345",-10,-76,42.833333,12.833333
South America,Peru,Japan,"3,353",-10,-76,36,138
South America,Peru,Jordan,39,-10,-76,31,36
South America,Peru,Lebanon,70,-10,-76,33.833333,35.833333
South America,Peru,Luxembourg,15,-10,-76,49.75,6.166667
South America,Peru,Malaysia,44,-10,-76,2.5,112.5
South America,Peru,Malta,21,-10,-76,35.916667,14.433333
South America,Peru,Mexico,"1,491",-10,-76,23,-102
South America,Peru,Morocco,38,-10,-76,32,-5
South America,Peru,Netherlands,678,-10,-76,52.5,5.75
South America,Peru,New Zealand,94,-10,-76,-42,174
South America,Peru,Nicaragua,161,-10,-76,13,-85
South America,Peru,Norway,105,-10,-76,62,10
South America,Peru,Pakistan,72,-10,-76,30,70
South America,Peru,Panama,344,-10,-76,9,-80
South America,Peru,Paraguay,545,-10,-76,-22.993333,-57.996389
South America,Peru,Philippines,322,-10,-76,13,122
South America,Peru,Poland,198,-10,-76,52,20
South America,Peru,Portugal,129,-10,-76,39.5,-8
South America,Peru,Puerto Rico,137,-10,-76,18.2482882,-66.4998941
South America,Peru,Republic of Korea,665,-10,-76,37,127.5
South America,Peru,Romania,183,-10,-76,46,25
South America,Peru,Russian Federation,629,-10,-76,60,100
South America,Peru,Saint Vincent and the Grenadines,22,-10,-76,13.083333,-61.2
South America,Peru,Saudi Arabia,33,-10,-76,25,45
South America,Peru,Slovenia,29,-10,-76,46.25,15.166667
South America,Peru,South Africa,116,-10,-76,-30,26
South America,Peru,Spain,"5,075",-10,-76,40,-4
South America,Peru,Sweden,282,-10,-76,62,15
South America,Peru,Switzerland,780,-10,-76,47,8
South America,Peru,Thailand,21,-10,-76,15,100
South America,Peru,Turkey,52,-10,-76,39.059012,34.911546
South America,Peru,Ukraine,241,-10,-76,49,32
South America,Peru,United Kingdom,"1,658",-10,-76,54,-4
South America,Peru,United States,"9,853",-10,-76,39.828175,-98.5795
South America,Peru,Uruguay,612,-10,-76,-33,-56
South America,Peru,Bolivarian Republic of Venezuela,"3,237",-10,-76,8,-66
South America,Suriname,Brazil,"5,456",4,-56,-10,-55
South America,Suriname,China,"5,338",4,-56,35,105
South America,Suriname,Guyana,"13,284",4,-56,5,-59
South America,Suriname,Netherlands,"3,409",4,-56,52.5,5.75
South America,Uruguay,Argentina,"22,521",-33,-56,-34,-64
South America,Uruguay,Brazil,"10,496",-33,-56,-10,-55
South America,Uruguay,Cape Verde,284,-33,-56,16,-24
South America,Uruguay,Chile,"1,384",-33,-56,-30,-71
South America,Uruguay,France,672,-33,-56,46,2
South America,Uruguay,Germany,786,-33,-56,51.5,10.5
South America,Uruguay,Italy,"10,051",-33,-56,42.833333,12.833333
South America,Uruguay,Mexico,466,-33,-56,23,-102
South America,Uruguay,Paraguay,"1,583",-33,-56,-22.993333,-57.996389
South America,Uruguay,Peru,"1,533",-33,-56,-10,-76
South America,Uruguay,Poland,927,-33,-56,52,20
South America,Uruguay,Portugal,443,-33,-56,39.5,-8
South America,Uruguay,Romania,485,-33,-56,46,25
South America,Uruguay,Spain,"13,224",-33,-56,40,-4
South America,Uruguay,United Kingdom,130,-33,-56,54,-4
South America,Uruguay,United States,"2,853",-33,-56,39.828175,-98.5795
South America,Uruguay,Bolivarian Republic of Venezuela,463,-33,-56,8,-66
South America,Bolivarian Republic of Venezuela,Albania,19,8,-66,41,20
South America,Bolivarian Republic of Venezuela,Algeria,95,8,-66,28,3
South America,Bolivarian Republic of Venezuela,Angola,188,8,-66,-12.5,18.5
South America,Bolivarian Republic of Venezuela,Argentina,"9,944",8,-66,-34,-64
South America,Bolivarian Republic of Venezuela,Armenia,34,8,-66,40,45
South America,Bolivarian Republic of Venezuela,Aruba,486,8,-66,12.5,-69.966667
South America,Bolivarian Republic of Venezuela,Australia,148,8,-66,-25,135
South America,Bolivarian Republic of Venezuela,Austria,828,8,-66,47.333333,13.333333
South America,Bolivarian Republic of Venezuela,Barbados,7,8,-66,13.166667,-59.533333
South America,Bolivarian Republic of Venezuela,Belgium,395,8,-66,50.833333,4
South America,Bolivarian Republic of Venezuela,Belize,20,8,-66,17.25,-88.75
South America,Bolivarian Republic of Venezuela,Plurinational State of Bolivia,"1,967",8,-66,-17,-65
South America,Bolivarian Republic of Venezuela,"Bonaire, Sint Eustatius and Saba","1,025",8,-66,12.2,-68.25
South America,Bolivarian Republic of Venezuela,Bosnia and Herzegovina,24,8,-66,44.25,17.833333
South America,Bolivarian Republic of Venezuela,Brazil,"6,026",8,-66,-10,-55
South America,Bolivarian Republic of Venezuela,Bulgaria,142,8,-66,43,25
South America,Bolivarian Republic of Venezuela,Cape Verde,"1,136",8,-66,16,-24
South America,Bolivarian Republic of Venezuela,Chile,"15,263",8,-66,-30,-71
South America,Bolivarian Republic of Venezuela,China,"13,865",8,-66,35,105
South America,Bolivarian Republic of Venezuela,Hong Kong,573,8,-66,22.25,114.166667
South America,Bolivarian Republic of Venezuela,Colombia,"973,315",8,-66,4,-72
South America,Bolivarian Republic of Venezuela,Cote dIvoire,"1,127",8,-66,8,-5
South America,Bolivarian Republic of Venezuela,Cuba,410,8,-66,22,-79.5
South America,Bolivarian Republic of Venezuela,Curacao,"11,423",8,-66,12.166667,-69
South America,Bolivarian Republic of Venezuela,Czech Republic,15,8,-66,49.75,15
South America,Bolivarian Republic of Venezuela,Congo,376,8,-66,-1,15
South America,Bolivarian Republic of Venezuela,Democratic Peoples Republic of Korea ,46,8,-66,40,127
South America,Bolivarian Republic of Venezuela,Denmark,145,8,-66,56,10
South America,Bolivarian Republic of Venezuela,Dominican Republic,"14,743",8,-66,19,-70.666667
South America,Bolivarian Republic of Venezuela,Ecuador,"36,973",8,-66,-2,-77.5
South America,Bolivarian Republic of Venezuela,Egypt,185,8,-66,27,30
South America,Bolivarian Republic of Venezuela,El Salvador,"1,015",8,-66,13.833333,-88.916667
South America,Bolivarian Republic of Venezuela,Eritrea,28,8,-66,15,39
South America,Bolivarian Republic of Venezuela,Estonia,52,8,-66,59,26
South America,Bolivarian Republic of Venezuela,Ethiopia,35,8,-66,8,38
South America,Bolivarian Republic of Venezuela,Finland,72,8,-66,64,26
South America,Bolivarian Republic of Venezuela,France,"3,777",8,-66,46,2
South America,Bolivarian Republic of Venezuela,Franch Guyana,30,8,-66,4,-53
South America,Bolivarian Republic of Venezuela,Georgia,13,8,-66,41.999981,43.499905
South America,Bolivarian Republic of Venezuela,Germany,"4,211",8,-66,51.5,10.5
South America,Bolivarian Republic of Venezuela,Ghana,33,8,-66,8,-2
South America,Bolivarian Republic of Venezuela,Greece,735,8,-66,39,22
South America,Bolivarian Republic of Venezuela,Grenada,163,8,-66,12.116667,-61.666667
South America,Bolivarian Republic of Venezuela,Guatemala,428,8,-66,15.5,-90.25
South America,Bolivarian Republic of Venezuela,Guyana,"9,149",8,-66,5,-59
South America,Bolivarian Republic of Venezuela,Haiti,"1,900",8,-66,19,-72.416667
South America,Bolivarian Republic of Venezuela,Honduras,294,8,-66,15,-86.5
South America,Bolivarian Republic of Venezuela,Hungary,"1,027",8,-66,47,20
South America,Bolivarian Republic of Venezuela,India,258,8,-66,20,77
South America,Bolivarian Republic of Venezuela,Indonesia,59,8,-66,-5,120
South America,Bolivarian Republic of Venezuela,Islamic Republic of Iran,90,8,-66,32,53
South America,Bolivarian Republic of Venezuela,Iraq,79,8,-66,33,44
South America,Bolivarian Republic of Venezuela,Ireland,62,8,-66,53,-8
South America,Bolivarian Republic of Venezuela,Israel,468,8,-66,31.5,34.75
South America,Bolivarian Republic of Venezuela,Italy,"51,068",8,-66,42.833333,12.833333
South America,Bolivarian Republic of Venezuela,Jamaica,95,8,-66,18.25,-77.5
South America,Bolivarian Republic of Venezuela,Japan,359,8,-66,36,138
South America,Bolivarian Republic of Venezuela,Jordan,200,8,-66,31,36
South America,Bolivarian Republic of Venezuela,Kuwait,71,8,-66,29.5,47.75
South America,Bolivarian Republic of Venezuela,Latvia,140,8,-66,57,25
South America,Bolivarian Republic of Venezuela,Lebanon,"7,486",8,-66,33.833333,35.833333
South America,Bolivarian Republic of Venezuela,Libya,135,8,-66,25,17
South America,Bolivarian Republic of Venezuela,Lithuania,147,8,-66,56,24
South America,Bolivarian Republic of Venezuela,Malaysia,34,8,-66,2.5,112.5
South America,Bolivarian Republic of Venezuela,Martinique,43,8,-66,14.666667,-61
South America,Bolivarian Republic of Venezuela,Mexico,"3,831",8,-66,23,-102
South America,Bolivarian Republic of Venezuela,Montenegro,272,8,-66,42.5,19.3
South America,Bolivarian Republic of Venezuela,Morocco,"1,008",8,-66,32,-5
South America,Bolivarian Republic of Venezuela,Mozambique,53,8,-66,-18.25,35
South America,Bolivarian Republic of Venezuela,Netherlands,690,8,-66,52.5,5.75
South America,Bolivarian Republic of Venezuela,New Zealand,18,8,-66,-42,174
South America,Bolivarian Republic of Venezuela,Nicaragua,"2,045",8,-66,13,-85
South America,Bolivarian Republic of Venezuela,Nigeria,105,8,-66,10,8
South America,Bolivarian Republic of Venezuela,Norway,90,8,-66,62,10
South America,Bolivarian Republic of Venezuela,Pakistan,14,8,-66,30,70
South America,Bolivarian Republic of Venezuela,Panama,880,8,-66,9,-80
South America,Bolivarian Republic of Venezuela,Paraguay,214,8,-66,-22.993333,-57.996389
South America,Bolivarian Republic of Venezuela,Peru,"47,007",8,-66,-10,-76
South America,Bolivarian Republic of Venezuela,Philippines,161,8,-66,13,122
South America,Bolivarian Republic of Venezuela,Poland,911,8,-66,52,20
South America,Bolivarian Republic of Venezuela,Portugal,"54,591",8,-66,39.5,-8
South America,Bolivarian Republic of Venezuela,Puerto Rico,419,8,-66,18.2482882,-66.4998941
South America,Bolivarian Republic of Venezuela,Republic of Korea,277,8,-66,37,127.5
South America,Bolivarian Republic of Venezuela,Romania,874,8,-66,46,25
South America,Bolivarian Republic of Venezuela,Russian Federation,674,8,-66,60,100
South America,Bolivarian Republic of Venezuela,Saint Lucia,6,8,-66,13.883333,-60.966667
South America,Bolivarian Republic of Venezuela,Saint Vincent and the Grenadines,121,8,-66,13.083333,-61.2
South America,Bolivarian Republic of Venezuela,Saudi Arabia,"1,618",8,-66,25,45
South America,Bolivarian Republic of Venezuela,Senegal,14,8,-66,14,-14
South America,Bolivarian Republic of Venezuela,Serbia,830,8,-66,44,21
South America,Bolivarian Republic of Venezuela,Singapore,18,8,-66,1.366667,103.8
South America,Bolivarian Republic of Venezuela,Slovakia,24,8,-66,48.666667,19.5
South America,Bolivarian Republic of Venezuela,Slovenia,103,8,-66,46.25,15.166667
South America,Bolivarian Republic of Venezuela,South Africa,71,8,-66,-30,26
South America,Bolivarian Republic of Venezuela,Spain,"74,582",8,-66,40,-4
South America,Bolivarian Republic of Venezuela,State of Palestine,481,8,-66,,
South America,Bolivarian Republic of Venezuela,Suriname,46,8,-66,4,-56
South America,Bolivarian Republic of Venezuela,Sweden,114,8,-66,62,15
South America,Bolivarian Republic of Venezuela,Switzerland,661,8,-66,47,8
South America,Bolivarian Republic of Venezuela,Syrian Arab Republic,"15,632",8,-66,35,38
South America,Bolivarian Republic of Venezuela,Thailand,70,8,-66,15,100
South America,Bolivarian Republic of Venezuela,Trinidad and Tobago,"2,808",8,-66,11,-61
South America,Bolivarian Republic of Venezuela,Tunisia,14,8,-66,34,9
South America,Bolivarian Republic of Venezuela,Turkey,132,8,-66,39.059012,34.911546
South America,Bolivarian Republic of Venezuela,Ukraine,211,8,-66,49,32
South America,Bolivarian Republic of Venezuela,United Kingdom,"1,803",8,-66,54,-4
South America,Bolivarian Republic of Venezuela,United States,"11,242",8,-66,39.828175,-98.5795
South America,Bolivarian Republic of Venezuela,Uruguay,"4,795",8,-66,-33,-56
South America,Bolivarian Republic of Venezuela,Viet Nam,12,8,-66,16.166667,107.833333
South America,Bolivarian Republic of Venezuela,Zimbabwe,15,8,-66,-19,29
Northern America,Bermuda,Australia,69,32.333333,-64.75,-25,135
Northern America,Bermuda,Austria,32,32.333333,-64.75,47.333333,13.333333
Northern America,Bermuda,Belgium,23,32.333333,-64.75,50.833333,4
Northern America,Bermuda,Cape Verde,"2,302",32.333333,-64.75,16,-24
Northern America,Bermuda,China,350,32.333333,-64.75,35,105
Northern America,Bermuda,Curacao,30,32.333333,-64.75,12.166667,-69
Northern America,Bermuda,Denmark,36,32.333333,-64.75,56,10
Northern America,Bermuda,Dominican Republic,21,32.333333,-64.75,19,-70.666667
Northern America,Bermuda,France,145,32.333333,-64.75,46,2
Northern America,Bermuda,Germany,249,32.333333,-64.75,51.5,10.5
Northern America,Bermuda,Ghana,125,32.333333,-64.75,8,-2
Northern America,Bermuda,Greece,106,32.333333,-64.75,39,22
Northern America,Bermuda,Guyana,102,32.333333,-64.75,5,-59
Northern America,Bermuda,Haiti,"1,680",32.333333,-64.75,19,-72.416667
Northern America,Bermuda,India,529,32.333333,-64.75,20,77
Northern America,Bermuda,Ireland,102,32.333333,-64.75,53,-8
Northern America,Bermuda,Israel,75,32.333333,-64.75,31.5,34.75
Northern America,Bermuda,Italy,73,32.333333,-64.75,42.833333,12.833333
Northern America,Bermuda,Jamaica,609,32.333333,-64.75,18.25,-77.5
Northern America,Bermuda,Japan,674,32.333333,-64.75,36,138
Northern America,Bermuda,Malaysia,37,32.333333,-64.75,2.5,112.5
Northern America,Bermuda,Nigeria,188,32.333333,-64.75,10,8
Northern America,Bermuda,Pakistan,37,32.333333,-64.75,30,70
Northern America,Bermuda,Philippines,411,32.333333,-64.75,13,122
Northern America,Bermuda,Poland,33,32.333333,-64.75,52,20
Northern America,Bermuda,Portugal,"1,622",32.333333,-64.75,39.5,-8
Northern America,Bermuda,Romania,26,32.333333,-64.75,46,25
Northern America,Bermuda,South Africa,262,32.333333,-64.75,-30,26
Northern America,Bermuda,Spain,130,32.333333,-64.75,40,-4
Northern America,Bermuda,Switzerland,125,32.333333,-64.75,47,8
Northern America,Bermuda,Trinidad and Tobago,68,32.333333,-64.75,11,-61
Northern America,Bermuda,Turkey,144,32.333333,-64.75,39.059012,34.911546
Northern America,Bermuda,Turks and Caicos Islands,83,32.333333,-64.75,21.733333,-71.583333
Northern America,Bermuda,United Kingdom,"4,061",32.333333,-64.75,54,-4
Northern America,Bermuda,United States,"3,527",32.333333,-64.75,39.828175,-98.5795
Northern America,Canada,Afghanistan,"45,733",60,-96,33,66
Northern America,Canada,Albania,"15,265",60,-96,41,20
Northern America,Canada,Algeria,"57,024",60,-96,28,3
Northern America,Canada,Angola,"2,991",60,-96,-12.5,18.5
Northern America,Canada,Anguilla,82,60,-96,18.216667,-63.05
Northern America,Canada,Antigua and Barbuda,"2,677",60,-96,17.05,-61.8
Northern America,Canada,Argentina,"21,350",60,-96,-34,-64
Northern America,Canada,Armenia,"3,919",60,-96,40,45
Northern America,Canada,Aruba,657,60,-96,12.5,-69.966667
Northern America,Canada,Australia,"27,538",60,-96,-25,135
Northern America,Canada,Austria,"19,200",60,-96,47.333333,13.333333
Northern America,Canada,Azerbaijan,"3,311",60,-96,40.5,47.5
Northern America,Canada,Bahamas,"2,160",60,-96,24,-76
Northern America,Canada,Bahrain,"2,388",60,-96,26,50.5
Northern America,Canada,Bangladesh,"51,227",60,-96,24,90
Northern America,Canada,Barbados,"17,207",60,-96,13.166667,-59.533333
Northern America,Canada,Belarus,"11,655",60,-96,53,28
Northern America,Canada,Belgium,"23,119",60,-96,50.833333,4
Northern America,Canada,Belize,"2,149",60,-96,17.25,-88.75
Northern America,Canada,Benin,"2,176",60,-96,9.5,2.25
Northern America,Canada,Bermuda,"3,186",60,-96,32.333333,-64.75
Northern America,Canada,Bhutan,"2,519",60,-96,27.5,90.5
Northern America,Canada,Plurinational State of Bolivia,"5,667",60,-96,-17,-65
Northern America,Canada,Bosnia and Herzegovina,"39,583",60,-96,44.25,17.833333
Northern America,Canada,Botswana,673,60,-96,-22,24
Northern America,Canada,Brazil,"29,345",60,-96,-10,-55
Northern America,Canada,British Virgin Islands,108,60,-96,18.5,-64.5
Northern America,Canada,Brunei Darussalam,"4,402",60,-96,4.5,114.666667
Northern America,Canada,Bulgaria,"19,336",60,-96,43,25
Northern America,Canada,Burkina Faso,"1,465",60,-96,13,-2
Northern America,Canada,Burundi,"7,474",60,-96,-3.5,30
Northern America,Canada,Cambodia,207,60,-96,13,105
Northern America,Canada,Cameroon,"26,354",60,-96,6,12
Northern America,Canada,Canada,"9,868",60,-96,60,-96
Northern America,Canada,Cayman Islands,429,60,-96,19.5,-80.666667
Northern America,Canada,Central African Republic,397,60,-96,7,21
Northern America,Canada,Chad,853,60,-96,15,19
Northern America,Canada,Chile,"29,090",60,-96,-30,-71
Northern America,Canada,China,"711,220",60,-96,35,105
Northern America,Canada,Hong Kong,"227,744",60,-96,22.25,114.166667
Northern America,Canada,Macao,"6,156",60,-96,22.157778,113.559722
Northern America,Canada,Colombia,"70,497",60,-96,4,-72
Northern America,Canada,Comoros,207,60,-96,-12.166667,44.25
Northern America,Canada,Cook Islands,"1,997",60,-96,-16.083333,-161.583333
Northern America,Canada,Cote dIvoire,"5,039",60,-96,8,-5
Northern America,Canada,Croatia,"6,927",60,-96,45.166667,15.5
Northern America,Canada,Cuba,"44,376",60,-96,22,-79.5
Northern America,Canada,Curacao,"15,128",60,-96,12.166667,-69
Northern America,Canada,Czech Republic,"4,250",60,-96,49.75,15
Northern America,Canada,Congo,"23,136",60,-96,-1,15
Northern America,Canada,Democratic Peoples Republic of Korea ,695,60,-96,40,127
Northern America,Canada,The Democratic Republic of the Congo,"21,594",60,-96,0,25
Northern America,Canada,Denmark,"16,719",60,-96,56,10
Northern America,Canada,Djibouti,"1,617",60,-96,11.5,42.5
Northern America,Canada,Dominica,"3,361",60,-96,15.5,-61.333333
Northern America,Canada,Dominican Republic,"9,803",60,-96,19,-70.666667
Northern America,Canada,Ecuador,"15,590",60,-96,-2,-77.5
Northern America,Canada,Egypt,"55,927",60,-96,27,30
Northern America,Canada,El Salvador,"48,632",60,-96,13.833333,-88.916667
Northern America,Canada,Equatorial Guinea,76,60,-96,2,10
Northern America,Canada,Eritrea,"8,870",60,-96,15,39
Northern America,Canada,Estonia,"4,527",60,-96,59,26
Northern America,Canada,Ethiopia,"27,608",60,-96,8,38
Northern America,Canada,Fiji,"27,060",60,-96,-18,178
Northern America,Canada,Finland,"10,966",60,-96,64,26
Northern America,Canada,France,"122,212",60,-96,46,2
Northern America,Canada,Franch Guyana,87,60,-96,4,-53
Northern America,Canada,French Polynesia,141,60,-96,-15,-140
Northern America,Canada,Gabon,"1,091",60,-96,-1,11.75
Northern America,Canada,Gambia,587,60,-96,13.5,-15.5
Northern America,Canada,Georgia,"1,911",60,-96,41.999981,43.499905
Northern America,Canada,Germany,"186,592",60,-96,51.5,10.5
Northern America,Canada,Ghana,"23,868",60,-96,8,-2
Northern America,Canada,Gibraltar,336,60,-96,36.133333,-5.35
Northern America,Canada,Greece,"73,005",60,-96,39,22
Northern America,Canada,Grenada,"11,524",60,-96,12.116667,-61.666667
Northern America,Canada,Guadeloupe,657,60,-96,16.25,-61.583333
Northern America,Canada,Guatemala,"17,555",60,-96,15.5,-90.25
Northern America,Canada,Guinea,"4,592",60,-96,11,-10
Northern America,Canada,Guinea-Bissau,97,60,-96,12,-15
Northern America,Canada,Guyana,"96,531",60,-96,5,-59
Northern America,Canada,Haiti,"93,443",60,-96,19,-72.416667
Northern America,Canada,Honduras,"7,084",60,-96,15,-86.5
Northern America,Canada,Hungary,"44,441",60,-96,47,20
Northern America,Canada,Iceland,792,60,-96,65,-18
Northern America,Canada,India,"621,469",60,-96,20,77
Northern America,Canada,Indonesia,"16,143",60,-96,-5,120
Northern America,Canada,Islamic Republic of Iran,"136,608",60,-96,32,53
Northern America,Canada,Iraq,"55,336",60,-96,33,44
Northern America,Canada,Ireland,"33,530",60,-96,53,-8
Northern America,Canada,Israel,"27,304",60,-96,31.5,34.75
Northern America,Canada,Italy,"282,537",60,-96,42.833333,12.833333
Northern America,Canada,Jamaica,"140,185",60,-96,18.25,-77.5
Northern America,Canada,Japan,"36,185",60,-96,36,138
Northern America,Canada,Jordan,"11,042",60,-96,31,36
Northern America,Canada,Kazakhstan,"10,422",60,-96,48,68
Northern America,Canada,Kenya,"27,929",60,-96,1,38
Northern America,Canada,Kuwait,"14,651",60,-96,29.5,47.75
Northern America,Canada,Kyrgyzstan,"1,905",60,-96,41,75
Northern America,Canada,Lao Peoples Democratic Republic,"15,786",60,-96,18,105
Northern America,Canada,Latvia,"7,138",60,-96,57,25
Northern America,Canada,Lebanon,"90,517",60,-96,33.833333,35.833333
Northern America,Canada,Lesotho,114,60,-96,-29.5,28.25
Northern America,Canada,Liberia,"2,399",60,-96,6.5,-9.5
Northern America,Canada,Libya,"6,346",60,-96,25,17
Northern America,Canada,Lithuania,"6,009",60,-96,56,24
Northern America,Canada,Luxembourg,538,60,-96,49.75,6.166667
Northern America,Canada,Madagascar,"3,908",60,-96,-20,47
Northern America,Canada,Malawi,781,60,-96,-13.5,34
Northern America,Canada,Malaysia,"25,746",60,-96,2.5,112.5
Northern America,Canada,Mali,"1,807",60,-96,17,-4
Northern America,Canada,Malta,"8,164",60,-96,35.916667,14.433333
Northern America,Canada,Martinique,635,60,-96,14.666667,-61
Northern America,Canada,Mauritania,597,60,-96,20,-12
Northern America,Canada,Mauritius,"14,775",60,-96,-20.3,57.583333
Northern America,Canada,Mexico,"93,557",60,-96,23,-102
Northern America,Canada,Monaco,196,60,-96,43.733333,7.4
Northern America,Canada,Mongolia,"1,254",60,-96,46,105
Northern America,Canada,Montenegro,"1,727",60,-96,42.5,19.3
Northern America,Canada,Montserrat,678,60,-96,16.75,-62.2
Northern America,Canada,Morocco,"63,869",60,-96,32,-5
Northern America,Canada,Mozambique,"1,275",60,-96,-18.25,35
Northern America,Canada,Myanmar,"8,967",60,-96,22,98
Northern America,Canada,Namibia,"1,195",60,-96,-22,17
Northern America,Canada,Nepal,"9,830",60,-96,28,84
Northern America,Canada,Netherlands,"109,581",60,-96,52.5,5.75
Northern America,Canada,New Caledonia,146,60,-96,-21.5,165.5
Northern America,Canada,New Zealand,"12,919",60,-96,-42,174
Northern America,Canada,Nicaragua,"9,923",60,-96,13,-85
Northern America,Canada,Niger,809,60,-96,16,8
Northern America,Canada,Nigeria,"34,432",60,-96,10,8
Northern America,Canada,Norway,"5,232",60,-96,62,10
Northern America,Canada,Oman,"1,753",60,-96,21,57
Northern America,Canada,Pakistan,"175,204",60,-96,30,70
Northern America,Canada,Panama,"2,871",60,-96,9,-80
