destination_continent,destination_name,origin_name,population,destination_lat,destination_lon,origin_lat,origin_lon
Africa,South Africa,Netherlands,"21,600",-30,26,52.5,5.75
Africa,South Africa,New Zealand,"3,190",-30,26,-42,174
Africa,South Africa,Nicaragua,110,-30,26,13,-85
Africa,South Africa,Niger,21,-30,26,16,8
Africa,South Africa,Nigeria,"17,753",-30,26,10,8
Africa,South Africa,Niue,21,-30,26,-19.033333,-169.866667
Africa,South Africa,Northern Mariana Islands,28,-30,26,16,146
Africa,South Africa,Norway,"1,137",-30,26,62,10
Africa,South Africa,Oman,32,-30,26,21,57
Africa,South Africa,Pakistan,"10,724",-30,26,30,70
Africa,South Africa,Panama,58,-30,26,9,-80
Africa,South Africa,Papua New Guinea,62,-30,26,-6,147
Africa,South Africa,Paraguay,121,-30,26,-22.993333,-57.996389
Africa,South Africa,Peru,208,-30,26,-10,-76
Africa,South Africa,Philippines,"1,610",-30,26,13,122
Africa,South Africa,Poland,"10,061",-30,26,52,20
Africa,South Africa,Portugal,"48,738",-30,26,39.5,-8
Africa,South Africa,Republic of Korea,"1,788",-30,26,37,127.5
Africa,South Africa,R_union,340,-30,26,-21.1,55.6
Africa,South Africa,Romania,"1,738",-30,26,46,25
Africa,South Africa,Russian Federation,"3,645",-30,26,60,100
Africa,South Africa,Rwanda,"4,019",-30,26,-2,30
Africa,South Africa,Saint Helena Ascension and Tristan da Cunha,242,-30,26,-15.95,-5.7
Africa,South Africa,Saint Kitts and Nevis,26,-30,26,17.333333,-62.75
Africa,South Africa,Saudi Arabia,630,-30,26,25,45
Africa,South Africa,Senegal,"2,956",-30,26,14,-14
Africa,South Africa,Serbia,"4,132",-30,26,44,21
Africa,South Africa,Seychelles,715,-30,26,-4.583333,55.666667
Africa,South Africa,Sierra Leone,467,-30,26,8.5,-11.5
Africa,South Africa,Singapore,927,-30,26,1.366667,103.8
Africa,South Africa,Slovakia,429,-30,26,48.666667,19.5
Africa,South Africa,Somalia,"69,688",-30,26,6,48
Africa,South Africa,Spain,"1,565",-30,26,40,-4
Africa,South Africa,Sri Lanka,"1,059",-30,26,7,81
Africa,South Africa,State of Palestine,99,-30,26,,
Africa,South Africa,Sudan,"3,109",-30,26,16,30
Africa,South Africa,Swaziland,"91,232",-30,26,-26.5,31.5
Africa,South Africa,Sweden,247,-30,26,62,15
Africa,South Africa,Switzerland,"2,111",-30,26,47,8
Africa,South Africa,Syrian Arab Republic,129,-30,26,35,38
Africa,South Africa,Thailand,940,-30,26,15,100
Africa,South Africa,The former Yugoslav Republic of Macedonia  ,123,-30,26,41.833333,22
Africa,South Africa,Trinidad and Tobago,26,-30,26,11,-61
Africa,South Africa,Tunisia,117,-30,26,34,9
Africa,South Africa,Turkey,"1,213",-30,26,39.059012,34.911546
Africa,South Africa,Uganda,"12,837",-30,26,2,33
Africa,South Africa,Ukraine,"4,090",-30,26,49,32
Africa,South Africa,United Arab Emirates,184,-30,26,24,54
Africa,South Africa,United Kingdom,"318,536",-30,26,54,-4
Africa,South Africa,United Republic of Tanzania,"10,181",-30,26,-6,35
Africa,South Africa,United States,"18,114",-30,26,39.828175,-98.5795
Africa,South Africa,Uruguay,117,-30,26,-33,-56
Africa,South Africa,Bolivarian Republic of Venezuela,305,-30,26,8,-66
Africa,South Africa,Viet Nam,164,-30,26,16.166667,107.833333
Africa,South Africa,Yemen,84,-30,26,15.5,47.5
Africa,South Africa,Zambia,"60,469",-30,26,-15,30
Africa,South Africa,Zimbabwe,"475,406",-30,26,-19,29
Africa,Swaziland,Angola,122,-26.5,31.5,-12.5,18.5
Africa,Swaziland,Australia,55,-26.5,31.5,-25,135
Africa,Swaziland,Botswana,41,-26.5,31.5,-22,24
Africa,Swaziland,Burundi,219,-26.5,31.5,-3.5,30
Africa,Swaziland,Cape Verde,19,-26.5,31.5,16,-24
Africa,Swaziland,Cook Islands,72,-26.5,31.5,-16.083333,-161.583333
Africa,Swaziland,The Democratic Republic of the Congo,162,-26.5,31.5,0,25
Africa,Swaziland,Ethiopia,30,-26.5,31.5,8,38
Africa,Swaziland,Lesotho,221,-26.5,31.5,-29.5,28.25
Africa,Swaziland,Liberia,46,-26.5,31.5,6.5,-9.5
Africa,Swaziland,Mozambique,"10,393",-26.5,31.5,-18.25,35
Africa,Swaziland,New Zealand,25,-26.5,31.5,-42,174
Africa,Swaziland,Rwanda,139,-26.5,31.5,-2,30
Africa,Swaziland,Somalia,89,-26.5,31.5,6,48
Africa,Swaziland,South Africa,"12,511",-26.5,31.5,-30,26
Africa,Swaziland,Uganda,55,-26.5,31.5,2,33
Africa,Swaziland,United States,256,-26.5,31.5,39.828175,-98.5795
Africa,Benin,Burkina Faso,"9,948",9.5,2.25,13,-2
Africa,Benin,Chad,699,9.5,2.25,15,19
Africa,Benin,Cook Islands,"1,910",9.5,2.25,-16.083333,-161.583333
Africa,Benin,Croatia,"13,742",9.5,2.25,45.166667,15.5
Africa,Benin,France,"1,797",9.5,2.25,46,2
Africa,Benin,Ghana,"10,211",9.5,2.25,8,-2
Africa,Benin,Mali,"1,290",9.5,2.25,17,-4
Africa,Benin,Niger,"75,775",9.5,2.25,16,8
Africa,Benin,Nigeria,"44,603",9.5,2.25,10,8
Africa,Benin,Togo,"48,118",9.5,2.25,8,1.166667
Africa,Burkina Faso,Benin,"4,178",13,-2,9.5,2.25
Africa,Burkina Faso,Croatia,"540,779",13,-2,45.166667,15.5
Africa,Burkina Faso,Ghana,"32,217",13,-2,8,-2
Africa,Burkina Faso,Mali,"43,815",13,-2,17,-4
Africa,Burkina Faso,Niger,"12,757",13,-2,16,8
Africa,Burkina Faso,Nigeria,"5,170",13,-2,10,8
Africa,Burkina Faso,Senegal,"4,033",13,-2,14,-14
Africa,Burkina Faso,Togo,"15,393",13,-2,8,1.166667
Africa,Cape Verde,Angola,370,16,-24,-12.5,18.5
Africa,Cape Verde,Argentina,4,16,-24,-34,-64
Africa,Cape Verde,Belgium,10,16,-24,50.833333,4
Africa,Cape Verde,Brazil,286,16,-24,-10,-55
Africa,Cape Verde,China,23,16,-24,35,105
Africa,Cape Verde,Croatia,7,16,-24,45.166667,15.5
Africa,Cape Verde,Curacao,85,16,-24,12.166667,-69
Africa,Cape Verde,France,201,16,-24,46,2
Africa,Cape Verde,Gabon,8,16,-24,-1,11.75
Africa,Cape Verde,Gambia,5,16,-24,13.5,-15.5
Africa,Cape Verde,Germany,67,16,-24,51.5,10.5
Africa,Cape Verde,Ghana,42,16,-24,8,-2
Africa,Cape Verde,Guinea,413,16,-24,11,-10
Africa,Cape Verde,Guinea-Bissau,"5,015",16,-24,12,-15
Africa,Cape Verde,Italy,407,16,-24,42.833333,12.833333
Africa,Cape Verde,Japan,1,16,-24,36,138
Africa,Cape Verde,Luxembourg,4,16,-24,49.75,6.166667
Africa,Cape Verde,Mali,7,16,-24,17,-4
Africa,Cape Verde,Mexico,3,16,-24,23,-102
Africa,Cape Verde,Mozambique,26,16,-24,-18.25,35
Africa,Cape Verde,Netherlands,37,16,-24,52.5,5.75
Africa,Cape Verde,Nigeria,670,16,-24,10,8
Africa,Cape Verde,Peru,3,16,-24,-10,-76
Africa,Cape Verde,Portugal,"1,159",16,-24,39.5,-8
Africa,Cape Verde,Russian Federation,698,16,-24,60,100
Africa,Cape Verde,Sao Tome and Principe,"1,712",16,-24,1,7
Africa,Cape Verde,Senegal,"1,478",16,-24,14,-14
Africa,Cape Verde,Sierra Leone,15,16,-24,8.5,-11.5
Africa,Cape Verde,Spain,143,16,-24,40,-4
Africa,Cape Verde,Switzerland,13,16,-24,47,8
Africa,Cape Verde,Timor-Leste,8,16,-24,-8.833333,125.75
Africa,Cape Verde,Ukraine,22,16,-24,49,32
Africa,Cape Verde,United Kingdom,52,16,-24,54,-4
Africa,Cape Verde,United States,351,16,-24,39.828175,-98.5795
Africa,Cape Verde,Virgin Islands US,71,16,-24,18.3482891,-64.9834807
Africa,Cote dIvoire,Benin,"54,068",8,-5,9.5,2.25
Africa,Cote dIvoire,Burkina Faso,"1,294,323",8,-5,13,-2
Africa,Cote dIvoire,Cambodia,292,8,-5,13,105
Africa,Cote dIvoire,Gambia,44,8,-5,13.5,-15.5
Africa,Cote dIvoire,Ghana,"42,749",8,-5,8,-2
Africa,Cote dIvoire,Guinea,"94,980",8,-5,11,-10
Africa,Cote dIvoire,Guinea-Bissau,329,8,-5,12,-15
Africa,Cote dIvoire,Liberia,"82,428",8,-5,6.5,-9.5
Africa,Cote dIvoire,Libya,"3,665",8,-5,25,17
Africa,Cote dIvoire,Mali,"356,019",8,-5,17,-4
Africa,Cote dIvoire,Mauritania,"7,997",8,-5,20,-12
Africa,Cote dIvoire,Niger,"49,783",8,-5,16,8
Africa,Cote dIvoire,Nigeria,"38,917",8,-5,10,8
Africa,Cote dIvoire,Senegal,"18,994",8,-5,14,-14
Africa,Cote dIvoire,Sierra Leone,659,8,-5,8.5,-11.5
Africa,Cote dIvoire,Togo,"50,328",8,-5,8,1.166667
Africa,Gambia,Guinea,"40,369",13.5,-15.5,11,-10
Africa,Gambia,Guinea-Bissau,"12,328",13.5,-15.5,12,-15
Africa,Gambia,Liberia,968,13.5,-15.5,6.5,-9.5
Africa,Gambia,Mali,"9,251",13.5,-15.5,17,-4
Africa,Gambia,Mauritania,"3,257",13.5,-15.5,20,-12
Africa,Gambia,Senegal,"118,452",13.5,-15.5,14,-14
Africa,Gambia,Sierra Leone,"2,330",13.5,-15.5,8.5,-11.5
Africa,Ghana,Algeria,13,8,-2,28,3
Africa,Ghana,Australia,32,8,-2,-25,135
Africa,Ghana,Benin,"16,551",8,-2,9.5,2.25
Africa,Ghana,Brazil,13,8,-2,-10,-55
Africa,Ghana,Burkina Faso,"57,733",8,-2,13,-2
Africa,Ghana,Canada,113,8,-2,60,-96
Africa,Ghana,Cape Verde,273,8,-2,16,-24
Africa,Ghana,Chad,15,8,-2,15,19
Africa,Ghana,China,224,8,-2,35,105
Africa,Ghana,Croatia,"30,359",8,-2,45.166667,15.5
Africa,Ghana,The Democratic Republic of the Congo,30,8,-2,0,25
Africa,Ghana,Egypt,38,8,-2,27,30
Africa,Ghana,Ethiopia,30,8,-2,8,38
Africa,Ghana,France,216,8,-2,46,2
Africa,Ghana,Gambia,36,8,-2,13.5,-15.5
Africa,Ghana,Guinea,135,8,-2,11,-10
Africa,Ghana,India,839,8,-2,20,77
Africa,Ghana,Israel,45,8,-2,31.5,34.75
Africa,Ghana,Italy,228,8,-2,42.833333,12.833333
Africa,Ghana,Japan,55,8,-2,36,138
Africa,Ghana,Kenya,15,8,-2,1,38
Africa,Ghana,Lebanon,970,8,-2,33.833333,35.833333
Africa,Ghana,Liberia,"27,689",8,-2,6.5,-9.5
Africa,Ghana,Mali,"4,949",8,-2,17,-4
Africa,Ghana,Mauritania,13,8,-2,20,-12
Africa,Ghana,Netherlands,180,8,-2,52.5,5.75
Africa,Ghana,Niger,"5,826",8,-2,16,8
Africa,Ghana,Nigeria,"67,629",8,-2,10,8
Africa,Ghana,Pakistan,65,8,-2,30,70
Africa,Ghana,Philippines,27,8,-2,13,122
Africa,Ghana,Poland,46,8,-2,52,20
Africa,Ghana,Russian Federation,65,8,-2,60,100
Africa,Ghana,Rwanda,369,8,-2,-2,30
Africa,Ghana,Senegal,72,8,-2,14,-14
Africa,Ghana,Sierra Leone,"2,298",8,-2,8.5,-11.5
Africa,Ghana,Sri Lanka,20,8,-2,7,81
Africa,Ghana,Sudan,25,8,-2,16,30
Africa,Ghana,Switzerland,143,8,-2,47,8
Africa,Ghana,Syrian Arab Republic,51,8,-2,35,38
Africa,Ghana,Togo,"87,494",8,-2,8,1.166667
Africa,Ghana,United Kingdom,"1,339",8,-2,54,-4
Africa,Ghana,United Republic of Tanzania,8,8,-2,-6,35
Africa,Ghana,United States,602,8,-2,39.828175,-98.5795
Africa,Guinea,Belgium,807,11,-10,50.833333,4
Africa,Guinea,Benin,"9,250",11,-10,9.5,2.25
Africa,Guinea,Brazil,968,11,-10,-10,-55
Africa,Guinea,Burkina Faso,"1,882",11,-10,13,-2
Africa,Guinea,Cambodia,379,11,-10,13,105
Africa,Guinea,Cape Verde,"1,163",11,-10,16,-24
Africa,Guinea,China,522,11,-10,35,105
Africa,Guinea,Croatia,"13,608",11,-10,45.166667,15.5
Africa,Guinea,Curacao,234,11,-10,12.166667,-69
Africa,Guinea,France,"6,459",11,-10,46,2
Africa,Guinea,Gambia,"3,186",11,-10,13.5,-15.5
Africa,Guinea,Germany,"3,335",11,-10,51.5,10.5
Africa,Guinea,Ghana,"5,257",11,-10,8,-2
Africa,Guinea,Guinea-Bissau,"11,011",11,-10,12,-15
Africa,Guinea,Islamic Republic of Iran,234,11,-10,32,53
Africa,Guinea,Italy,395,11,-10,42.833333,12.833333
Africa,Guinea,Japan,103,11,-10,36,138
Africa,Guinea,Lebanon,"3,347",11,-10,33.833333,35.833333
Africa,Guinea,Liberia,"32,706",11,-10,6.5,-9.5
Africa,Guinea,Mali,"61,197",11,-10,17,-4
Africa,Guinea,Mauritania,"1,504",11,-10,20,-12
Africa,Guinea,Niger,"5,478",11,-10,16,8
Africa,Guinea,Nigeria,"3,578",11,-10,10,8
Africa,Guinea,Portugal,928,11,-10,39.5,-8
Africa,Guinea,Republic of Korea,541,11,-10,37,127.5
Africa,Guinea,Russian Federation,"1,876",11,-10,60,100
Africa,Guinea,Saudi Arabia,"2,679",11,-10,25,45
Africa,Guinea,Senegal,"26,640",11,-10,14,-14
Africa,Guinea,Sierra Leone,"15,098",11,-10,8.5,-11.5
Africa,Guinea,Spain,228,11,-10,40,-4
Africa,Guinea,Syrian Arab Republic,111,11,-10,35,38
Africa,Guinea,Togo,"5,773",11,-10,8,1.166667
Africa,Guinea,Ukraine,326,11,-10,49,32
Africa,Guinea,United States,"2,169",11,-10,39.828175,-98.5795
Africa,Guinea-Bissau,Cambodia,552,12,-15,13,105
Africa,Guinea-Bissau,Cape Verde,57,12,-15,16,-24
Africa,Guinea-Bissau,France,110,12,-15,46,2
Africa,Guinea-Bissau,Gambia,"1,495",12,-15,13.5,-15.5
Africa,Guinea-Bissau,Guinea,"4,938",12,-15,11,-10
Africa,Guinea-Bissau,Liberia,898,12,-15,6.5,-9.5
Africa,Guinea-Bissau,Mauritania,559,12,-15,20,-12
Africa,Guinea-Bissau,Portugal,823,12,-15,39.5,-8
Africa,Guinea-Bissau,Senegal,"11,087",12,-15,14,-14
Africa,Guinea-Bissau,Sierra Leone,812,12,-15,8.5,-11.5
Africa,Guinea-Bissau,United States,311,12,-15,39.828175,-98.5795
Africa,Liberia,Benin,20,6.5,-9.5,9.5,2.25
Africa,Liberia,Burkina Faso,234,6.5,-9.5,13,-2
Africa,Liberia,Cape Verde,35,6.5,-9.5,16,-24
Africa,Liberia,Croatia,"40,985",6.5,-9.5,45.166667,15.5
Africa,Liberia,France,41,6.5,-9.5,46,2
Africa,Liberia,Gambia,750,6.5,-9.5,13.5,-15.5
Africa,Liberia,Germany,50,6.5,-9.5,51.5,10.5
Africa,Liberia,Ghana,"7,468",6.5,-9.5,8,-2
Africa,Liberia,Guinea,"37,380",6.5,-9.5,11,-10
Africa,Liberia,Guinea-Bissau,118,6.5,-9.5,12,-15
Africa,Liberia,India,750,6.5,-9.5,20,77
Africa,Liberia,Italy,12,6.5,-9.5,42.833333,12.833333
Africa,Liberia,Lebanon,920,6.5,-9.5,33.833333,35.833333
Africa,Liberia,Mali,"1,338",6.5,-9.5,17,-4
Africa,Liberia,Netherlands,43,6.5,-9.5,52.5,5.75
Africa,Liberia,Niger,58,6.5,-9.5,16,8
Africa,Liberia,Nigeria,"5,199",6.5,-9.5,10,8
Africa,Liberia,Senegal,360,6.5,-9.5,14,-14
Africa,Liberia,Sierra Leone,"11,413",6.5,-9.5,8.5,-11.5
Africa,Liberia,Spain,51,6.5,-9.5,40,-4
Africa,Liberia,Sweden,58,6.5,-9.5,62,15
Africa,Liberia,Switzerland,25,6.5,-9.5,47,8
Africa,Liberia,Togo,364,6.5,-9.5,8,1.166667
Africa,Liberia,United Kingdom,58,6.5,-9.5,54,-4
Africa,Liberia,United States,436,6.5,-9.5,39.828175,-98.5795
Africa,Mali,Algeria,"4,305",17,-4,28,3
Africa,Mali,Angola,517,17,-4,-12.5,18.5
Africa,Mali,Benin,"4,035",17,-4,9.5,2.25
Africa,Mali,Burkina Faso,"23,922",17,-4,13,-2
Africa,Mali,Canada,"4,405",17,-4,60,-96
Africa,Mali,Central African Republic,"2,104",17,-4,7,21
Africa,Mali,China,584,17,-4,35,105
Africa,Mali,Cook Islands,"29,972",17,-4,-16.083333,-161.583333
Africa,Mali,Croatia,"20,144",17,-4,45.166667,15.5
Africa,Mali,France,"18,238",17,-4,46,2
Africa,Mali,Gabon,"33,255",17,-4,-1,11.75
Africa,Mali,Gambia,"4,426",17,-4,13.5,-15.5
Africa,Mali,Ghana,"18,561",17,-4,8,-2
Africa,Mali,Guinea,"17,762",17,-4,11,-10
Africa,Mali,Liberia,"4,366",17,-4,6.5,-9.5
Africa,Mali,Mauritania,"17,189",17,-4,20,-12
Africa,Mali,Niger,"3,819",17,-4,16,8
Africa,Mali,Nigeria,"11,840",17,-4,10,8
Africa,Mali,Russian Federation,713,17,-4,60,100
Africa,Mali,Senegal,"5,501",17,-4,14,-14
Africa,Mali,Sierra Leone,"9,143",17,-4,8.5,-11.5
Africa,Mali,Togo,"6,653",17,-4,8,1.166667
Africa,Mali,United States,"1,728",17,-4,39.828175,-98.5795
Africa,Mauritania,Algeria,"1,634",20,-12,28,3
Africa,Mauritania,Argentina,66,20,-12,-34,-64
Africa,Mauritania,Belgium,60,20,-12,50.833333,4
Africa,Mauritania,Benin,551,20,-12,9.5,2.25
Africa,Mauritania,Brazil,159,20,-12,-10,-55
Africa,Mauritania,Canada,392,20,-12,60,-96
Africa,Mauritania,Cape Verde,50,20,-12,16,-24
Africa,Mauritania,Chad,51,20,-12,15,19
Africa,Mauritania,China,158,20,-12,35,105
Africa,Mauritania,Croatia,462,20,-12,45.166667,15.5
Africa,Mauritania,The Democratic Republic of the Congo,90,20,-12,0,25
Africa,Mauritania,Egypt,225,20,-12,27,30
Africa,Mauritania,Gabon,84,20,-12,-1,11.75
Africa,Mauritania,Ghana,206,20,-12,8,-2
Africa,Mauritania,Guinea,"3,105",20,-12,11,-10
Africa,Mauritania,Guinea-Bissau,"1,203",20,-12,12,-15
Africa,Mauritania,Iraq,112,20,-12,33,44
Africa,Mauritania,Italy,54,20,-12,42.833333,12.833333
Africa,Mauritania,Kuwait,31,20,-12,29.5,47.75
Africa,Mauritania,Lebanon,118,20,-12,33.833333,35.833333
Africa,Mauritania,Libya,138,20,-12,25,17
Africa,Mauritania,Mali,"56,557",20,-12,17,-4
Africa,Mauritania,Morocco,342,20,-12,32,-5
Africa,Mauritania,Niger,150,20,-12,16,8
Africa,Mauritania,Republic of Korea,69,20,-12,37,127.5
Africa,Mauritania,Russian Federation,60,20,-12,60,100
Africa,Mauritania,Saudi Arabia,305,20,-12,25,45
Africa,Mauritania,Senegal,"38,574",20,-12,14,-14
Africa,Mauritania,Spain,84,20,-12,40,-4
Africa,Mauritania,State of Palestine,161,20,-12,,
Africa,Mauritania,Syrian Arab Republic,180,20,-12,35,38
Africa,Mauritania,Togo,144,20,-12,8,1.166667
Africa,Mauritania,Tunisia,248,20,-12,34,9
Africa,Mauritania,United Arab Emirates,68,20,-12,24,54
Africa,Mauritania,United States,108,20,-12,39.828175,-98.5795
Africa,Niger,Algeria,460,16,8,28,3
Africa,Niger,Benin,"17,908",16,8,9.5,2.25
Africa,Niger,Burkina Faso,"19,323",16,8,13,-2
Africa,Niger,Canada,417,16,8,60,-96
Africa,Niger,Chad,756,16,8,15,19
Africa,Niger,Croatia,"1,419",16,8,45.166667,15.5
Africa,Niger,Ghana,"1,680",16,8,8,-2
Africa,Niger,Libya,157,16,8,25,17
Africa,Niger,Mali,"84,640",16,8,17,-4
Africa,Niger,Nigeria,"19,436",16,8,10,8
Africa,Niger,Senegal,"1,150",16,8,14,-14
Africa,Niger,Sudan,529,16,8,16,30
Africa,Niger,Togo,"9,702",16,8,8,1.166667
Africa,Nigeria,Benin,"351,985",10,8,9.5,2.25
Africa,Nigeria,Canada,"26,893",10,8,60,-96
Africa,Nigeria,Chad,"29,175",10,8,15,19
Africa,Nigeria,Ghana,"222,377",10,8,8,-2
Africa,Nigeria,Liberia,"20,541",10,8,6.5,-9.5
Africa,Nigeria,Mali,"160,967",10,8,17,-4
Africa,Nigeria,Niger,"112,733",10,8,16,8
Africa,Nigeria,Sierra Leone,"4,073",10,8,8.5,-11.5
Africa,Nigeria,Togo,"147,698",10,8,8,1.166667
Africa,Saint Helena Ascension and Tristan da Cunha,South Africa,116,-15.95,-5.7,-30,26
Africa,Saint Helena Ascension and Tristan da Cunha,United Kingdom,384,-15.95,-5.7,54,-4
Africa,Senegal,Algeria,"4,050",14,-14,28,3
Africa,Senegal,Benin,"3,487",14,-14,9.5,2.25
Africa,Senegal,Brazil,626,14,-14,-10,-55
Africa,Senegal,Canada,979,14,-14,60,-96
Africa,Senegal,Croatia,"2,715",14,-14,45.166667,15.5
Africa,Senegal,France,"13,391",14,-14,46,2
Africa,Senegal,Gambia,"4,984",14,-14,13.5,-15.5
Africa,Senegal,Germany,843,14,-14,51.5,10.5
Africa,Senegal,Ghana,"1,724",14,-14,8,-2
Africa,Senegal,Guinea,"49,780",14,-14,11,-10
Africa,Senegal,Guinea-Bissau,"28,501",14,-14,12,-15
Africa,Senegal,Lebanon,"1,066",14,-14,33.833333,35.833333
Africa,Senegal,Mali,"32,930",14,-14,17,-4
Africa,Senegal,Mauritania,"51,490",14,-14,20,-12
Africa,Senegal,Morocco,"3,981",14,-14,32,-5
Africa,Senegal,Niger,"1,633",14,-14,16,8
Africa,Senegal,Nigeria,819,14,-14,10,8
Africa,Senegal,Saudi Arabia,"1,377",14,-14,25,45
Africa,Senegal,Sierra Leone,"14,398",14,-14,8.5,-11.5
Africa,Senegal,Togo,"1,613",14,-14,8,1.166667
Africa,Senegal,United States,773,14,-14,39.828175,-98.5795
Africa,Sierra Leone,Benin,239,8.5,-11.5,9.5,2.25
Africa,Sierra Leone,Burkina Faso,30,8.5,-11.5,13,-2
Africa,Sierra Leone,Cambodia,1,8.5,-11.5,13,105
Africa,Sierra Leone,Cape Verde,33,8.5,-11.5,16,-24
Africa,Sierra Leone,China,257,8.5,-11.5,35,105
Africa,Sierra Leone,Croatia,66,8.5,-11.5,45.166667,15.5
Africa,Sierra Leone,Democratic Peoples Republic of Korea ,2,8.5,-11.5,40,127
Africa,Sierra Leone,Gambia,"4,828",8.5,-11.5,13.5,-15.5
Africa,Sierra Leone,Germany,122,8.5,-11.5,51.5,10.5
Africa,Sierra Leone,Ghana,"1,202",8.5,-11.5,8,-2
Africa,Sierra Leone,Guinea,"68,467",8.5,-11.5,11,-10
Africa,Sierra Leone,Guinea-Bissau,19,8.5,-11.5,12,-15
Africa,Sierra Leone,India,371,8.5,-11.5,20,77
Africa,Sierra Leone,Japan,3,8.5,-11.5,36,138
Africa,Sierra Leone,Lebanon,"2,015",8.5,-11.5,33.833333,35.833333
Africa,Sierra Leone,Liberia,"6,536",8.5,-11.5,6.5,-9.5
Africa,Sierra Leone,Mali,"1,797",8.5,-11.5,17,-4
Africa,Sierra Leone,Mauritania,129,8.5,-11.5,20,-12
Africa,Sierra Leone,Niger,147,8.5,-11.5,16,8
Africa,Sierra Leone,Nigeria,"1,949",8.5,-11.5,10,8
Africa,Sierra Leone,Republic of Korea,10,8.5,-11.5,37,127.5
Africa,Sierra Leone,Russian Federation,67,8.5,-11.5,60,100
Africa,Sierra Leone,Senegal,677,8.5,-11.5,14,-14
Africa,Sierra Leone,South Africa,218,8.5,-11.5,-30,26
Africa,Sierra Leone,Togo,36,8.5,-11.5,8,1.166667
Africa,Sierra Leone,United Kingdom,561,8.5,-11.5,54,-4
Africa,Sierra Leone,United States,464,8.5,-11.5,39.828175,-98.5795
Africa,Togo,Belgium,65,8,1.166667,50.833333,4
Africa,Togo,Benin,"71,438",8,1.166667,9.5,2.25
Africa,Togo,Burkina Faso,"13,601",8,1.166667,13,-2
Africa,Togo,Cambodia,40,8,1.166667,13,105
Africa,Togo,Canada,697,8,1.166667,60,-96
Africa,Togo,Cape Verde,48,8,1.166667,16,-24
Africa,Togo,Central African Republic,375,8,1.166667,7,21
Africa,Togo,Chad,713,8,1.166667,15,19
Africa,Togo,China,517,8,1.166667,35,105
Africa,Togo,Cook Islands,257,8,1.166667,-16.083333,-161.583333
Africa,Togo,Croatia,"5,746",8,1.166667,45.166667,15.5
Africa,Togo,The Democratic Republic of the Congo,651,8,1.166667,0,25
Africa,Togo,Equatorial Guinea,107,8,1.166667,2,10
Africa,Togo,France,792,8,1.166667,46,2
Africa,Togo,Gabon,896,8,1.166667,-1,11.75
Africa,Togo,Gambia,"1,063",8,1.166667,13.5,-15.5
Africa,Togo,Germany,200,8,1.166667,51.5,10.5
Africa,Togo,Ghana,"46,794",8,1.166667,8,-2
Africa,Togo,Guinea,"3,338",8,1.166667,11,-10
Africa,Togo,Guinea-Bissau,130,8,1.166667,12,-15
Africa,Togo,Liberia,168,8,1.166667,6.5,-9.5
Africa,Togo,Mali,"8,122",8,1.166667,17,-4
Africa,Togo,Mauritania,145,8,1.166667,20,-12
Africa,Togo,Niger,"65,529",8,1.166667,16,8
Africa,Togo,Nigeria,"31,974",8,1.166667,10,8
Africa,Togo,Rwanda,665,8,1.166667,-2,30
Africa,Togo,Sao Tome and Principe,41,8,1.166667,1,7
Africa,Togo,Senegal,"1,008",8,1.166667,14,-14
Africa,Togo,Sierra Leone,105,8,1.166667,8.5,-11.5
Africa,Togo,United States,182,8,1.166667,39.828175,-98.5795
Asia,Kazakhstan,Armenia,"9,144",48,68,40,45
Asia,Kazakhstan,Azerbaijan,"48,377",48,68,40.5,47.5
Asia,Kazakhstan,Belarus,"69,136",48,68,53,28
Asia,Kazakhstan,Bulgaria,"4,263",48,68,43,25
Asia,Kazakhstan,China,"2,162",48,68,35,105
Asia,Kazakhstan,Democratic Peoples Republic of Korea ,"61,600",48,68,40,127
Asia,Kazakhstan,Estonia,"1,113",48,68,59,26
Asia,Kazakhstan,Georgia,"3,275",48,68,41.999981,43.499905
Asia,Kazakhstan,Germany,"218,348",48,68,51.5,10.5
Asia,Kazakhstan,Greece,"7,846",48,68,39,22
Asia,Kazakhstan,Kyrgyzstan,"6,734",48,68,41,75
Asia,Kazakhstan,Latvia,"1,113",48,68,57,25
Asia,Kazakhstan,Lithuania,"4,386",48,68,56,24
Asia,Kazakhstan,Poland,"29,224",48,68,52,20
Asia,Kazakhstan,Republic of Korea,"31,916",48,68,37,127.5
Asia,Kazakhstan,Republic of Moldova,"12,048",48,68,47,29
Asia,Kazakhstan,Russian Federation,"2,352,598",48,68,60,100
Asia,Kazakhstan,Tajikistan,"15,816",48,68,39,71
Asia,Kazakhstan,Turkey,"46,894",48,68,39.059012,34.911546
Asia,Kazakhstan,Turkmenistan,"1,050",48,68,40,60
Asia,Kazakhstan,Ukraine,"338,022",48,68,49,32
Asia,Kazakhstan,Uzbekistan,"281,713",48,68,41.707542,63.84911
Asia,Kyrgyzstan,Armenia,"2,380",41,75,40,45
Asia,Kyrgyzstan,Azerbaijan,"4,678",41,75,40.5,47.5
Asia,Kyrgyzstan,Belarus,"9,947",41,75,53,28
Asia,Kyrgyzstan,China,271,41,75,35,105
Asia,Kyrgyzstan,Democratic Peoples Republic of Korea ,"1,777",41,75,40,127
Asia,Kyrgyzstan,Estonia,573,41,75,59,26
Asia,Kyrgyzstan,Finland,116,41,75,64,26
Asia,Kyrgyzstan,Georgia,"3,270",41,75,41.999981,43.499905
